id,title,year,decade,model,model_id,status,latency_s,title_guess,typography,typography_notes,mood,caption_essay,lite_risk,notes,raw_text,error
451282,The Romance in the Ghost House,1975,1970,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.844,The Romance in the Ghost House,mixed,"Mix of bold, stylized Chinese characters and simple English font.",supernatural|romantic|mysterious|dramatic,"A haunting poster featuring a couple in a ghostly setting, with bold Chinese characters and a heart-shaped inset.",ok,The title is likely 'The Romance in the Ghost House' based on the English text at the bottom.,"{""title_guess"": ""The Romance in the Ghost House"", ""typography"": ""mixed"", ""typography_notes"": ""Mix of bold, stylized Chinese characters and simple English font."", ""mood"": [""supernatural"", ""romantic"", ""mysterious"", ""dramatic""], ""caption_essay"": ""A haunting poster featuring a couple in a ghostly setting, with bold Chinese characters and a heart-shaped inset."", ""lite_risk"": ""ok"", ""notes"": ""The title is likely 'The Romance in the Ghost House' based on the English text at the bottom.""}",
482435,The Queen of Spades,1927,1920,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.84,,other,"The image is a close-up portrait, not a movie poster.",mysterious|alluring|vintage,A woman with dark hair and ornate jewelry gazes intensely.,low_signal,The image is not a horror movie poster.,"{""title_guess"": """", ""typography"": ""other"", ""typography_notes"": ""The image is a close-up portrait, not a movie poster."", ""mood"": [""mysterious"", ""alluring"", ""vintage""], ""caption_essay"": ""A woman with dark hair and ornate jewelry gazes intensely."", ""lite_risk"": ""low_signal"", ""notes"": ""The image is not a horror movie poster.""}",
1171035,Quest of the Perfect Woman: The Vampire of Marrakesh,1933,1930,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.771,,minimal,"Simple, classic font is used.",vintage|mysterious|eerie|nostalgic|haunting,A black-and-white portrait of a woman with curly hair and a subtle smile.,ok,Image appears to be a still from an old film.,"{""title_guess"": """", ""typography"": ""minimal"", ""typography_notes"": ""Simple, classic font is used."", ""mood"": [""vintage"", ""mysterious"", ""eerie"", ""nostalgic"", ""haunting""], ""caption_essay"": ""A black-and-white portrait of a woman with curly hair and a subtle smile."", ""lite_risk"": ""ok"", ""notes"": ""Image appears to be a still from an old film.""}",
1246559,Mirror,2023,2020,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.963,MIRROR,minimal,Distressed font with vertical lines.,suspense|horror|dark|ominous,"A person is reflected in a car mirror, with a red glow on the right side of the image.",ok,The image effectively conveys a sense of foreboding and tension.,"{""title_guess"": ""MIRROR"", ""typography"": ""minimal"", ""typography_notes"": ""Distressed font with vertical lines."", ""mood"": [""suspense"", ""horror"", ""dark"", ""ominous""], ""caption_essay"": ""A person is reflected in a car mirror, with a red glow on the right side of the image."", ""lite_risk"": ""ok"", ""notes"": ""The image effectively conveys a sense of foreboding and tension.""}",
183360,I Hate You Now,1985,1980,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.966,DEATHTRIPS TO DESTROY,mixed,Graffiti-style lettering mixed with stylized font.,dark|edgy|provocative|unsettling|rebellious,"A disheveled woman lies in bed under graffiti-covered walls, evoking a sense of chaos and disorder.",ok,"The title appears to be a play on words, possibly referencing the song 'Death Trip' or a similar concept.","{""title_guess"": ""DEATHTRIPS TO DESTROY"", ""typography"": ""mixed"", ""typography_notes"": ""Graffiti-style lettering mixed with stylized font."", ""mood"": [""dark"", ""edgy"", ""provocative"", ""unsettling"", ""rebellious""], ""caption_essay"": ""A disheveled woman lies in bed under graffiti-covered walls, evoking a sense of chaos and disorder."", ""lite_risk"": ""ok"", ""notes"": ""The title appears to be a play on words, possibly referencing the song 'Death Trip' or a similar concept.""}",
1435585,Invisible Psycho,2019,2010,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.02,INVISIBLE PSYCHO,mixed,Contrasting red and white fonts with a horror-style font for the main title.,dark|mysterious|suspenseful|horror|ominous,"A woman in a silver dress holds a gun, with a film strip showing violent scenes beside her.",ok,The image effectively conveys a dark and suspenseful atmosphere typical of horror movies.,"{""title_guess"": ""INVISIBLE PSYCHO"", ""typography"": ""mixed"", ""typography_notes"": ""Contrasting red and white fonts with a horror-style font for the main title."", ""mood"": [""dark"", ""mysterious"", ""suspenseful"", ""horror"", ""ominous""], ""caption_essay"": ""A woman in a silver dress holds a gun, with a film strip showing violent scenes beside her."", ""lite_risk"": ""ok"", ""notes"": ""The image effectively conveys a dark and suspenseful atmosphere typical of horror movies.""}",
1007595,Halimaw,1941,1940,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.041,Halimaw,mixed,"The title 'Halimaw' is in a bold, distressed font, while other text is in a more traditional serif font.",horror|suspense|dramatic|vintage,A vintage horror movie poster featuring a menacing face and dramatic scenes.,ok,The image appears to be a low-resolution scan of a vintage movie poster.,"{""title_guess"": ""Halimaw"", ""typography"": ""mixed"", ""typography_notes"": ""The title 'Halimaw' is in a bold, distressed font, while other text is in a more traditional serif font."", ""mood"": [""horror"", ""suspense"", ""dramatic"", ""vintage""], ""caption_essay"": ""A vintage horror movie poster featuring a menacing face and dramatic scenes."", ""lite_risk"": ""ok"", ""notes"": ""The image appears to be a low-resolution scan of a vintage movie poster.""}",
47003,The Deadly Bees,1966,1960,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.101,The Deadly Bees,block,"Bold, distressed lettering.",horror|suspense|nature|chaos|fear,"A blonde woman is attacked by a bee, with others swarming around her.",ok,The title is clearly visible and matches a known horror movie.,"{""title_guess"": ""The Deadly Bees"", ""typography"": ""block"", ""typography_notes"": ""Bold, distressed lettering."", ""mood"": [""horror"", ""suspense"", ""nature"", ""chaos"", ""fear""], ""caption_essay"": ""A blonde woman is attacked by a bee, with others swarming around her."", ""lite_risk"": ""ok"", ""notes"": ""The title is clearly visible and matches a known horror movie.""}",
81464,"Guru, the Mad Monk",1970,1970,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.209,GURU THE MAD MONK,other,Dripping blood-red letters for 'GURU',dark|gothic|horror|mysterious|ominous,"A monk performs a ritual on a victim, surrounded by a woman and bats.",ok,The title is likely 'GURU THE MAD MONK' based on the prominent text.,"{""title_guess"": ""GURU THE MAD MONK"", ""typography"": ""other"", ""typography_notes"": ""Dripping blood-red letters for 'GURU'"", ""mood"": [""dark"", ""gothic"", ""horror"", ""mysterious"", ""ominous""], ""caption_essay"": ""A monk performs a ritual on a victim, surrounded by a woman and bats."", ""lite_risk"": ""ok"", ""notes"": ""The title is likely 'GURU THE MAD MONK' based on the prominent text.""}",
482591,Midnight Forest,1988,1980,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.755,Midnight Forest,block,"Bold, distressed red lettering.",dark|ominous|mysterious|horror|tense,"A woman's face looms large, with a smaller inset image of a man and woman in a compromising position.",ok,Typical horror movie poster tropes are evident.,"{""title_guess"": ""Midnight Forest"", ""typography"": ""block"", ""typography_notes"": ""Bold, distressed red lettering."", ""mood"": [""dark"", ""ominous"", ""mysterious"", ""horror"", ""tense""], ""caption_essay"": ""A woman's face looms large, with a smaller inset image of a man and woman in a compromising position."", ""lite_risk"": ""ok"", ""notes"": ""Typical horror movie poster tropes are evident.""}",
755349,The Sun Never Sets,2020,2020,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.286,the sun never sets,minimal,Simple white sans-serif font.,surreal|erotic|dreamlike,A poster featuring a stylized sun and two nude figures against a yellow background with red droplets.,ok,The image is not a horror movie poster.,"{""title_guess"": ""the sun never sets"", ""typography"": ""minimal"", ""typography_notes"": ""Simple white sans-serif font."", ""mood"": [""surreal"", ""erotic"", ""dreamlike""], ""caption_essay"": ""A poster featuring a stylized sun and two nude figures against a yellow background with red droplets."", ""lite_risk"": ""ok"", ""notes"": ""The image is not a horror movie poster.""}",
213803,The Witching,1993,1990,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.742,The Witching,script,"The title has a stylized, handwritten look.",dark|mysterious|erotic|supernatural,A blonde woman in a witch's hat gazes into a mirror as a shadowy figure looms.,ok,Analysis based on visual elements of the poster.,"{""title_guess"": ""The Witching"", ""typography"": ""script"", ""typography_notes"": ""The title has a stylized, handwritten look."", ""mood"": [""dark"", ""mysterious"", ""erotic"", ""supernatural""], ""caption_essay"": ""A blonde woman in a witch's hat gazes into a mirror as a shadowy figure looms."", ""lite_risk"": ""ok"", ""notes"": ""Analysis based on visual elements of the poster.""}",
1154187,Attack of the Undead,1995,1990,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.805,,other,Image is too grainy to determine typography.,ominous|mysterious|foreboding,A grainy black-and-white image of a person in a field. The image appears to be a still from a horror movie.,low_signal,Image is too grainy to make out details.,"{""title_guess"": """", ""typography"": ""other"", ""typography_notes"": ""Image is too grainy to determine typography."", ""mood"": [""ominous"", ""mysterious"", ""foreboding""], ""caption_essay"": ""A grainy black-and-white image of a person in a field. The image appears to be a still from a horror movie."", ""lite_risk"": ""low_signal"", ""notes"": ""Image is too grainy to make out details.""}",
28505,Cry of the Winged Serpent,2005,2000,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.021,Cry of the Winged Serpent,mixed,"Title combines bold, stylized lettering with a mix of uppercase and lowercase.",horror|chaotic|dark|supernatural|terrifying,A monstrous winged serpent attacks a plane amidst a stormy sky. The creature's sharp teeth and glowing eyes evoke fear.,ok,The analysis is based on the visual elements of the poster.,"{""title_guess"": ""Cry of the Winged Serpent"", ""typography"": ""mixed"", ""typography_notes"": ""Title combines bold, stylized lettering with a mix of uppercase and lowercase."", ""mood"": [""horror"", ""chaotic"", ""dark"", ""supernatural"", ""terrifying""], ""caption_essay"": ""A monstrous winged serpent attacks a plane amidst a stormy sky. The creature's sharp teeth and glowing eyes evoke fear."", ""lite_risk"": ""ok"", ""notes"": ""The analysis is based on the visual elements of the poster.""}",
30440,Ancient Evil: Scream of the Mummy,1999,1990,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.957,Ancient Evil: Scream of the Mummy,mixed,"Main title is blocky, subtitle is more ornate.",horror|dark|mysterious|supernatural|tense,A horror movie poster featuring a mummy with glowing eyes and a desert landscape.,ok,The image is a typical horror movie poster with a clear title and tagline.,"{""title_guess"": ""Ancient Evil: Scream of the Mummy"", ""typography"": ""mixed"", ""typography_notes"": ""Main title is blocky, subtitle is more ornate."", ""mood"": [""horror"", ""dark"", ""mysterious"", ""supernatural"", ""tense""], ""caption_essay"": ""A horror movie poster featuring a mummy with glowing eyes and a desert landscape."", ""lite_risk"": ""ok"", ""notes"": ""The image is a typical horror movie poster with a clear title and tagline.""}",
337259,Black Orchids,1917,1910,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.807,Black Orchids,block,"The title is in bold, block letters.",mysterious|alluring|dark,"A stylized illustration of a woman's profile with flowers and a bird, set against a dark background.",ok,The image is a vintage movie poster.,"{""title_guess"": ""Black Orchids"", ""typography"": ""block"", ""typography_notes"": ""The title is in bold, block letters."", ""mood"": [""mysterious"", ""alluring"", ""dark""], ""caption_essay"": ""A stylized illustration of a woman's profile with flowers and a bird, set against a dark background."", ""lite_risk"": ""ok"", ""notes"": ""The image is a vintage movie poster.""}",
95348,The Mysterious Island,1929,1920,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.486,The Mysterious Island,script,"The title is written in a white, cursive font.",adventure|romance|suspense|horror,"A man and woman cling to an octopus tentacle, conveying a sense of danger and desperation.",ok,The image is a classic horror movie poster with a clear title and ominous imagery.,"{""title_guess"": ""The Mysterious Island"", ""typography"": ""script"", ""typography_notes"": ""The title is written in a white, cursive font."", ""mood"": [""adventure"", ""romance"", ""suspense"", ""horror""], ""caption_essay"": ""A man and woman cling to an octopus tentacle, conveying a sense of danger and desperation."", ""lite_risk"": ""ok"", ""notes"": ""The image is a classic horror movie poster with a clear title and ominous imagery.""}",
741357,What Happens Next Will Scare You,2020,2020,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.961,What Happens Next Will Scare You,mixed,Contrasting red and white fonts.,horror|suspense|mystery|dark|ominous,"A laptop displays a glowing skull, with the tagline 'Your next click might be your last.'",ok,The image effectively conveys a sense of foreboding and dread.,"{""title_guess"": ""What Happens Next Will Scare You"", ""typography"": ""mixed"", ""typography_notes"": ""Contrasting red and white fonts."", ""mood"": [""horror"", ""suspense"", ""mystery"", ""dark"", ""ominous""], ""caption_essay"": ""A laptop displays a glowing skull, with the tagline 'Your next click might be your last.'"", ""lite_risk"": ""ok"", ""notes"": ""The image effectively conveys a sense of foreboding and dread.""}",
225549,The Cat Creeps,1946,1940,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.957,The Cat Creeps,script,"The title is written in a flowing, cursive script.",suspense|mysterious|vintage|horror|gothic,"A woman's face is surrounded by smaller images of men, with a black cat hanging from her mouth. The title 'The Cat Creeps' is written in yellow script.",ok,The image appears to be a classic horror movie poster.,"{""title_guess"": ""The Cat Creeps"", ""typography"": ""script"", ""typography_notes"": ""The title is written in a flowing, cursive script."", ""mood"": [""suspense"", ""mysterious"", ""vintage"", ""horror"", ""gothic""], ""caption_essay"": ""A woman's face is surrounded by smaller images of men, with a black cat hanging from her mouth. The title 'The Cat Creeps' is written in yellow script."", ""lite_risk"": ""ok"", ""notes"": ""The image appears to be a classic horror movie poster.""}",
167828,Things Happen at Night,1948,1940,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.181,Things Happen at Night,script,The title is written in a cursive script font.,spooky|mysterious|ominous,"A haunting scene with three men, one with a menacing presence, amidst smoke and fire.",ok,The poster's dark atmosphere and imagery effectively convey a sense of foreboding.,"{""title_guess"": ""Things Happen at Night"", ""typography"": ""script"", ""typography_notes"": ""The title is written in a cursive script font."", ""mood"": [""spooky"", ""mysterious"", ""ominous""], ""caption_essay"": ""A haunting scene with three men, one with a menacing presence, amidst smoke and fire."", ""lite_risk"": ""ok"", ""notes"": ""The poster's dark atmosphere and imagery effectively convey a sense of foreboding.""}",
30400,The Erotic Witch Project III: Witchbabe,2001,2000,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.805,WITCHBABE,other,Distressed font used for main title.,erotic|mysterious|dark|supernatural,"Two women pose in front of a ruined castle under a full moon, evoking a sense of mystique and foreboding.",ok,The image effectively conveys a sense of horror and mystery.,"{""title_guess"": ""WITCHBABE"", ""typography"": ""other"", ""typography_notes"": ""Distressed font used for main title."", ""mood"": [""erotic"", ""mysterious"", ""dark"", ""supernatural""], ""caption_essay"": ""Two women pose in front of a ruined castle under a full moon, evoking a sense of mystique and foreboding."", ""lite_risk"": ""ok"", ""notes"": ""The image effectively conveys a sense of horror and mystery.""}",
29324,One Frightened Night,1935,1930,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.155,One Frightened Night,block,"Bold, yellow font with a black outline.",spooky|vintage|mysterious,A vintage horror movie poster featuring a frightened woman and a couple in the background.,ok,The title is clearly visible and the mood is inferred from the image content.,"{""title_guess"": ""One Frightened Night"", ""typography"": ""block"", ""typography_notes"": ""Bold, yellow font with a black outline."", ""mood"": [""spooky"", ""vintage"", ""mysterious""], ""caption_essay"": ""A vintage horror movie poster featuring a frightened woman and a couple in the background."", ""lite_risk"": ""ok"", ""notes"": ""The title is clearly visible and the mood is inferred from the image content.""}",
682416,The Leper Girl,1939,1930,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,error,0.932,,,,,,,,,JSONDecodeError: Invalid \uXXXX escape: line 1 column 31 (char 30)
1266254,Wedding Night,1935,1930,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.854,Shadi Ki Raat,block,"The title is in bold, yellow block letters.",romantic|vintage|elegant,"A woman in a traditional sari holds flowers, set against a floral backdrop.",ok,The image is not a horror movie poster.,"{""title_guess"": ""Shadi Ki Raat"", ""typography"": ""block"", ""typography_notes"": ""The title is in bold, yellow block letters."", ""mood"": [""romantic"", ""vintage"", ""elegant""], ""caption_essay"": ""A woman in a traditional sari holds flowers, set against a floral backdrop."", ""lite_risk"": ""ok"", ""notes"": ""The image is not a horror movie poster.""}",
488029,A Beautiful Killing,1974,1970,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.911,A Beautiful Killing,block,"The title is in bold, block letters.",mysterious|suspenseful|dark,A black-and-white image of a man and woman accompanies a TV listing for 'A Beautiful Killing'. The episode is part of the 'Wide World MYSTERY' series.,ok,The image appears to be a TV listing for a mystery episode.,"{""title_guess"": ""A Beautiful Killing"", ""typography"": ""block"", ""typography_notes"": ""The title is in bold, block letters."", ""mood"": [""mysterious"", ""suspenseful"", ""dark""], ""caption_essay"": ""A black-and-white image of a man and woman accompanies a TV listing for 'A Beautiful Killing'. The episode is part of the 'Wide World MYSTERY' series."", ""lite_risk"": ""ok"", ""notes"": ""The image appears to be a TV listing for a mystery episode.""}",
729634,The Bells,1913,1910,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.951,The Bells,ornate,The title features decorative lettering with a bell icon.,dark|ominous|mysterious|gothic|vintage,"A blacksmith is shown in a dark workshop, hammer in hand. The image is from a 1913 film poster.",ok,The image is a clear representation of a horror movie poster from 1913.,"{""title_guess"": ""The Bells"", ""typography"": ""ornate"", ""typography_notes"": ""The title features decorative lettering with a bell icon."", ""mood"": [""dark"", ""ominous"", ""mysterious"", ""gothic"", ""vintage""], ""caption_essay"": ""A blacksmith is shown in a dark workshop, hammer in hand. The image is from a 1913 film poster."", ""lite_risk"": ""ok"", ""notes"": ""The image is a clear representation of a horror movie poster from 1913.""}",
30346,The Body Snatcher,1945,1940,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.891,The Body Snatcher,script,"The title is written in a bold, white, handwritten-style font.",horror|dark|ominous|gothic|morbid,A menacing figure looms over a grave robbery scene at night.,ok,The image is a classic horror movie poster.,"{""title_guess"": ""The Body Snatcher"", ""typography"": ""script"", ""typography_notes"": ""The title is written in a bold, white, handwritten-style font."", ""mood"": [""horror"", ""dark"", ""ominous"", ""gothic"", ""morbid""], ""caption_essay"": ""A menacing figure looms over a grave robbery scene at night."", ""lite_risk"": ""ok"", ""notes"": ""The image is a classic horror movie poster.""}",
988092,The Witching Hour,1916,1910,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,1.104,The Witching Hour,block,"Large, bold, capitalized letters.",spooky|mysterious|ominous,A vintage horror movie poster featuring a black cat silhouette. The title 'The Witching Hour' is prominently displayed.,ok,The image is a clear representation of a horror movie poster.,"{""title_guess"": ""The Witching Hour"", ""typography"": ""block"", ""typography_notes"": ""Large, bold, capitalized letters."", ""mood"": [""spooky"", ""mysterious"", ""ominous""], ""caption_essay"": ""A vintage horror movie poster featuring a black cat silhouette. The title 'The Witching Hour' is prominently displayed."", ""lite_risk"": ""ok"", ""notes"": ""The image is a clear representation of a horror movie poster.""}",
27517,The Man Who Laughs,1928,1920,llama4-maverick,us.meta.llama4-maverick-17b-instruct-v1:0,ok,0.987,The Man Who Laughs,other,"Distressed, irregular font with a Gothic feel.",dark|gothic|mysterious|haunting|unsettling,"A man with a grotesque, permanent smile gazes intensely, tears streaming down his face. The title 'The Man Who Laughs' is emblazoned in bold, red letters.",ok,The image effectively conveys a sense of eeriness and foreboding.,"{""title_guess"": ""The Man Who Laughs"", ""typography"": ""other"", ""typography_notes"": ""Distressed, irregular font with a Gothic feel."", ""mood"": [""dark"", ""gothic"", ""mysterious"", ""haunting"", ""unsettling""], ""caption_essay"": ""A man with a grotesque, permanent smile gazes intensely, tears streaming down his face. The title 'The Man Who Laughs' is emblazoned in bold, red letters."", ""lite_risk"": ""ok"", ""notes"": ""The image effectively conveys a sense of eeriness and foreboding.""}",
