id,title,year,decade,model,model_id,status,latency_s,title_guess,typography,typography_notes,mood,caption_essay,lite_risk,notes,raw_text,error
451282,The Romance in the Ghost House,1975,1970,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,4.773,The Romance in the Ghost House,mixed,Large red Chinese characters dominate the right side with English title in white at bottom.,supernatural|dramatic|gothic|mysterious|theatrical,"This Shaw Brothers horror poster juxtaposes intimate domestic scenes with spectral imagery, featuring dramatic character portraits and a striking lute motif. The bold red calligraphy and shadowy compositions evoke classic Chinese ghost story aesthetics.",ok,,"```json
{
  ""title_guess"": ""The Romance in the Ghost House"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Large red Chinese characters dominate the right side with English title in white at bottom."",
  ""mood"": [""supernatural"", ""dramatic"", ""gothic"", ""mysterious"", ""theatrical""],
  ""caption_essay"": ""This Shaw Brothers horror poster juxtaposes intimate domestic scenes with spectral imagery, featuring dramatic character portraits and a striking lute motif. The bold red calligraphy and shadowy compositions evoke classic Chinese ghost story aesthetics."",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
482435,The Queen of Spades,1927,1920,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,5.206,,minimal,No visible title text present in the image.,vintage|mysterious|theatrical|gothic|silent-era,"A sepia-toned portrait evokes silent cinema's dramatic aesthetic, featuring elaborate period styling with ornate hair decoration and jewelry. The subject's direct gaze and beauty mark suggest early horror film's theatrical glamour and gothic sensibility.",low_signal,No visible horror movie title or text elements; appears to be a vintage promotional photograph or portrait rather than a complete poster,"```json
{
  ""title_guess"": """",
  ""typography"": ""minimal"",
  ""typography_notes"": ""No visible title text present in the image."",
  ""mood"": [""vintage"", ""mysterious"", ""theatrical"", ""gothic"", ""silent-era""],
  ""caption_essay"": ""A sepia-toned portrait evokes silent cinema's dramatic aesthetic, featuring elaborate period styling with ornate hair decoration and jewelry. The subject's direct gaze and beauty mark suggest early horror film's theatrical glamour and gothic sensibility."",
  ""lite_risk"": ""low_signal"",
  ""notes"": ""No visible horror movie title or text elements; appears to be a vintage promotional photograph or portrait rather than a complete poster""
}
```",
1171035,Quest of the Perfect Woman: The Vampire of Marrakesh,1933,1930,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,4.64,,minimal,No visible text or title treatment present in the image.,unsettling|intimate|stark|eerie|vintage,A stark black-and-white portrait captures an unsettling intimacy through extreme close-framing and harsh lighting. The subject's wide-eyed gaze and theatrical styling evoke classic horror cinema's psychological unease.,low_signal,This appears to be a headshot or portrait rather than a traditional horror movie poster with title treatment and credits.,"```json
{
  ""title_guess"": """",
  ""typography"": ""minimal"",
  ""typography_notes"": ""No visible text or title treatment present in the image."",
  ""mood"": [""unsettling"", ""intimate"", ""stark"", ""eerie"", ""vintage""],
  ""caption_essay"": ""A stark black-and-white portrait captures an unsettling intimacy through extreme close-framing and harsh lighting. The subject's wide-eyed gaze and theatrical styling evoke classic horror cinema's psychological unease."",
  ""lite_risk"": ""low_signal"",
  ""notes"": ""This appears to be a headshot or portrait rather than a traditional horror movie poster with title treatment and credits.""
}
```",
1246559,Mirror,2023,2020,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,5.386,MIRROR,block,"Bold white distressed block letters create an unsettling, fragmented appearance against the dark background.",paranoid|claustrophobic|voyeuristic|dread|surveillance,"Split composition bathes a woman's face in ominous red light while security camera footage occupies the left panel, suggesting themes of observation and hidden presence. The tagline warns 'There's Someone Else Here.'",ok,,"```json
{
  ""title_guess"": ""MIRROR"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold white distressed block letters create an unsettling, fragmented appearance against the dark background."",
  ""mood"": [""paranoid"", ""claustrophobic"", ""voyeuristic"", ""dread"", ""surveillance""],
  ""caption_essay"": ""Split composition bathes a woman's face in ominous red light while security camera footage occupies the left panel, suggesting themes of observation and hidden presence. The tagline warns 'There's Someone Else Here.'"",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
183360,I Hate You Now,1985,1980,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,4.776,DEATHTRAP DESTROY,mixed,"Hand-drawn horror lettering with rough, distressed edges and aggressive underline beneath DESTROY.",transgressive|punk|provocative|raw|confrontational,"A stark black-and-white exploitation poster juxtaposes crude hand-lettered threats with an intimate photograph, embodying the raw aesthetic of underground horror cinema's most boundary-pushing era.",ok,Provocative imagery typical of transgressive 1970s-80s horror marketing,"```json
{
  ""title_guess"": ""DEATHTRAP DESTROY"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Hand-drawn horror lettering with rough, distressed edges and aggressive underline beneath DESTROY."",
  ""mood"": [""transgressive"", ""punk"", ""provocative"", ""raw"", ""confrontational""],
  ""caption_essay"": ""A stark black-and-white exploitation poster juxtaposes crude hand-lettered threats with an intimate photograph, embodying the raw aesthetic of underground horror cinema's most boundary-pushing era."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Provocative imagery typical of transgressive 1970s-80s horror marketing""
}
```",
1007595,Halimaw,1941,1940,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,4.246,HALIMA,block,Bold red block letters dominate diagonally across the composition.,dramatic|melodramatic|vintage|emotional|theatrical,"This vintage film poster employs dramatic diagonal typography and multiple vignettes—a close-up face, romantic couple, and suited figure—creating a classic melodramatic composition typical of mid-century cinema advertising.",ok,,"```json
{
  ""title_guess"": ""HALIMA"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold red block letters dominate diagonally across the composition."",
  ""mood"": [""dramatic"", ""melodramatic"", ""vintage"", ""emotional"", ""theatrical""],
  ""caption_essay"": ""This vintage film poster employs dramatic diagonal typography and multiple vignettes—a close-up face, romantic couple, and suited figure—creating a classic melodramatic composition typical of mid-century cinema advertising."",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
1435585,Invisible Psycho,2019,2010,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,6.677,INVISIBLE PSYCHO,mixed,"Bold sans-serif names at top, dripping blood-style horror font for main title, yellow block letters for bonus text.",exploitation|lurid|thriller|low-budget|provocative,"A direct-to-video horror poster combines film strip imagery with a model in metallic dress, employing sensationalist typography and stark color contrasts typical of early 2000s independent thriller marketing.",ok,Standard exploitation film poster aesthetic with clear hierarchy and genre signaling,"```json
{
  ""title_guess"": ""INVISIBLE PSYCHO"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Bold sans-serif names at top, dripping blood-style horror font for main title, yellow block letters for bonus text."",
  ""mood"": [""exploitation"", ""lurid"", ""thriller"", ""low-budget"", ""provocative""],
  ""caption_essay"": ""A direct-to-video horror poster combines film strip imagery with a model in metallic dress, employing sensationalist typography and stark color contrasts typical of early 2000s independent thriller marketing."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Standard exploitation film poster aesthetic with clear hierarchy and genre signaling""
}
```",
47003,The Deadly Bees,1966,1960,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,4.966,The Deadly Bees,block,"Bold, condensed block letters in black create a stark, attention-grabbing title treatment against the yellow background.",pulp|exploitation|nature-horror|lurid|B-movie,This 1960s creature-feature poster uses stark yellow and black to frame its terror: a terrified blonde woman recoils from an oversized bee while smaller insects swarm and background figures suggest scientific investigation gone wrong.,ok,,"```json
{
  ""title_guess"": ""The Deadly Bees"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, condensed block letters in black create a stark, attention-grabbing title treatment against the yellow background."",
  ""mood"": [""pulp"", ""exploitation"", ""nature-horror"", ""lurid"", ""B-movie""],
  ""caption_essay"": ""This 1960s creature-feature poster uses stark yellow and black to frame its terror: a terrified blonde woman recoils from an oversized bee while smaller insects swarm and background figures suggest scientific investigation gone wrong."",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
81464,"Guru, the Mad Monk",1970,1970,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,5.004,GURU THE MAD MONK,mixed,Title uses bold horror-style lettering with dripping blood effect on 'GURU' and hand-drawn capitals for subtitle.,gothic|menacing|supernatural|exploitation|macabre,"A lurid 1970s horror poster depicts a sinister monk in crimson robes looming over victims, framed by watching eyes, bats, and lightning against a stark black sky—classic low-budget gothic exploitation imagery.",ok,,"```json
{
  ""title_guess"": ""GURU THE MAD MONK"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Title uses bold horror-style lettering with dripping blood effect on 'GURU' and hand-drawn capitals for subtitle."",
  ""mood"": [""gothic"", ""menacing"", ""supernatural"", ""exploitation"", ""macabre""],
  ""caption_essay"": ""A lurid 1970s horror poster depicts a sinister monk in crimson robes looming over victims, framed by watching eyes, bats, and lightning against a stark black sky—classic low-budget gothic exploitation imagery."",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
755349,The Sun Never Sets,2020,2020,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,5.319,the sun never sets,minimal,Simple white lowercase sans-serif lettering overlaid on the central image area.,apocalyptic|cosmic|surreal|ominous|mystical,"A golden-hued poster depicts a radiant sun face raining fire upon two nude figures below, evoking themes of cosmic judgment and inescapable celestial wrath in this surreal horror imagery.",ok,Clear horror/apocalyptic imagery with strong symbolic elements; title and visual content align well for analysis.,"```json
{
  ""title_guess"": ""the sun never sets"",
  ""typography"": ""minimal"",
  ""typography_notes"": ""Simple white lowercase sans-serif lettering overlaid on the central image area."",
  ""mood"": [""apocalyptic"", ""cosmic"", ""surreal"", ""ominous"", ""mystical""],
  ""caption_essay"": ""A golden-hued poster depicts a radiant sun face raining fire upon two nude figures below, evoking themes of cosmic judgment and inescapable celestial wrath in this surreal horror imagery."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Clear horror/apocalyptic imagery with strong symbolic elements; title and visual content align well for analysis.""
}
```",
482591,Midnight Forest,1988,1980,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,4.351,MIDNIGHT FOREST,block,"Bold red block letters with a distressed, scratched texture overlay suggesting violence or decay.",supernatural|ominous|psychological|eerie|threatening,"A haunting figure with wild blonde hair looms over a vulnerable doll-like form, bathed in spectral blue-green light that suggests otherworldly menace in this VGL horror production poster.",ok,,"```json
{
  ""title_guess"": ""MIDNIGHT FOREST"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold red block letters with a distressed, scratched texture overlay suggesting violence or decay."",
  ""mood"": [""supernatural"", ""ominous"", ""psychological"", ""eerie"", ""threatening""],
  ""caption_essay"": ""A haunting figure with wild blonde hair looms over a vulnerable doll-like form, bathed in spectral blue-green light that suggests otherworldly menace in this VGL horror production poster."",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
213803,The Witching,1993,1990,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,5.099,THE WITCHING,ornate,"The title uses a decorative, slightly gothic-style font with a mystical quality that complements the supernatural theme.",mysterious|supernatural|eerie|gothic|suspenseful,"A blonde woman in formal attire peers through an ornate gilded frame while holding candles, her reflection creating an unsettling duality. The tagline 'They don't just ride broomsticks anymore' promises a modern twist on witch mythology.",ok,Clear poster with readable text and distinct visual elements suitable for analysis.,"```json
{
  ""title_guess"": ""THE WITCHING"",
  ""typography"": ""ornate"",
  ""typography_notes"": ""The title uses a decorative, slightly gothic-style font with a mystical quality that complements the supernatural theme."",
  ""mood"": [""mysterious"", ""supernatural"", ""eerie"", ""gothic"", ""suspenseful""],
  ""caption_essay"": ""A blonde woman in formal attire peers through an ornate gilded frame while holding candles, her reflection creating an unsettling duality. The tagline 'They don't just ride broomsticks anymore' promises a modern twist on witch mythology."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Clear poster with readable text and distinct visual elements suitable for analysis.""
}
```",
1154187,Attack of the Undead,1995,1990,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,6.596,,minimal,Faint text watermark visible at top but no clear horror movie title typography present.,unsettling|vintage|isolated|ambiguous|documentary,"A grainy black-and-white photograph captures a solitary figure against a desolate landscape, the low-fidelity image quality and stark composition evoking surveillance footage or found documentary material from an uncertain era.",low_signal,"This appears to be a vintage photograph rather than a horror movie poster; lacks typical poster elements like title treatment, credits, or promotional design.","```json
{
  ""title_guess"": """",
  ""typography"": ""minimal"",
  ""typography_notes"": ""Faint text watermark visible at top but no clear horror movie title typography present."",
  ""mood"": [""unsettling"", ""vintage"", ""isolated"", ""ambiguous"", ""documentary""],
  ""caption_essay"": ""A grainy black-and-white photograph captures a solitary figure against a desolate landscape, the low-fidelity image quality and stark composition evoking surveillance footage or found documentary material from an uncertain era."",
  ""lite_risk"": ""low_signal"",
  ""notes"": ""This appears to be a vintage photograph rather than a horror movie poster; lacks typical poster elements like title treatment, credits, or promotional design.""
}
```",
28505,Cry of the Winged Serpent,2005,2000,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,6.223,Cry of the Winged Serpent,ornate,"Title uses dramatic red gradient lettering with angular, stylized capitals suggesting action-horror branding.",menacing|creature-feature|pulp|campy|action-horror,"A winged serpent creature lunges toward the viewer against stormy skies and lightning, its fanged maw open wide. The tagline 'To Hell with the Friendly Skies!' promises B-movie monster mayhem.",ok,,"```json
{
  ""title_guess"": ""Cry of the Winged Serpent"",
  ""typography"": ""ornate"",
  ""typography_notes"": ""Title uses dramatic red gradient lettering with angular, stylized capitals suggesting action-horror branding."",
  ""mood"": [""menacing"", ""creature-feature"", ""pulp"", ""campy"", ""action-horror""],
  ""caption_essay"": ""A winged serpent creature lunges toward the viewer against stormy skies and lightning, its fanged maw open wide. The tagline 'To Hell with the Friendly Skies!' promises B-movie monster mayhem."",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
30440,Ancient Evil: Scream of the Mummy,1999,1990,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,9.548,Ancient Evil: Scream of the Mummy,mixed,"Title uses bold serif capitals with metallic finish, contrasted by smaller script-style subtitle.",supernatural|ancient curse|terror|apocalyptic|visceral,"This horror poster depicts a mummified figure emerging from fiery supernatural chaos, its bandaged hand reaching outward as flames and mystical energy swirl around a screaming face, promising soul-destroying ancient vengeance.",ok,Clear imagery with readable text elements and taglines present,"```json
{
  ""title_guess"": ""Ancient Evil: Scream of the Mummy"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Title uses bold serif capitals with metallic finish, contrasted by smaller script-style subtitle."",
  ""mood"": [""supernatural"", ""ancient curse"", ""terror"", ""apocalyptic"", ""visceral""],
  ""caption_essay"": ""This horror poster depicts a mummified figure emerging from fiery supernatural chaos, its bandaged hand reaching outward as flames and mystical energy swirl around a screaming face, promising soul-destroying ancient vengeance."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Clear imagery with readable text elements and taglines present""
}
```",
337259,Black Orchids,1917,1910,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,7.343,BLACK ORCHIDS,ornate,Art Deco-style lettering with decorative flourishes typical of 1920s silent film posters.,exotic|romantic|mysterious|theatrical|vintage,"A 1927 silent film poster features an Art Deco profile of a woman in Egyptian-inspired styling, her face rendered in yellow and blue against a purple circular backdrop with black orchids, exemplifying the era's Orientalist aesthetic.",ok,"This is a vintage silent film poster, not a horror movie poster. The styling is romantic/exotic rather than horror-themed.","```json
{
  ""title_guess"": ""BLACK ORCHIDS"",
  ""typography"": ""ornate"",
  ""typography_notes"": ""Art Deco-style lettering with decorative flourishes typical of 1920s silent film posters."",
  ""mood"": [""exotic"", ""romantic"", ""mysterious"", ""theatrical"", ""vintage""],
  ""caption_essay"": ""A 1927 silent film poster features an Art Deco profile of a woman in Egyptian-inspired styling, her face rendered in yellow and blue against a purple circular backdrop with black orchids, exemplifying the era's Orientalist aesthetic."",
  ""lite_risk"": ""ok"",
  ""notes"": ""This is a vintage silent film poster, not a horror movie poster. The styling is romantic/exotic rather than horror-themed.""
}
```",
95348,The Mysterious Island,1929,1920,claude-sonnet,us.anthropic.claude-sonnet-4-5-20250929-v1:0,ok,7.504,The Mysterious Island,script,"White script lettering with a casual, hand-drawn quality against the green background.",adventure|pulp|menacing|retro|creature-feature,"A vintage poster depicts a couple ensnared by massive purple tentacles against a vivid green backdrop, evoking mid-century science fiction thrills and the promise of island-bound peril.",ok,,"```json
{
  ""title_guess"": ""The Mysterious Island"",
  ""typography"": ""script"",
  ""typography_notes"": ""White script lettering with a casual, hand-drawn quality against the green background."",
  ""mood"": [""adventure"", ""pulp"", ""menacing"", ""retro"", ""creature-feature""],
  ""caption_essay"": ""A vintage poster depicts a couple ensnared by massive purple tentacles against a vivid green backdrop, evoking mid-century science fiction thrills and the promise of island-bound peril."",
  ""lite_risk"": ""ok"",
  ""notes"": """"
}
```",
